RE-2_R2_CH29_C	9.59915	258.858	99.1564	9.15915	3.42098	2.61669	98.1644
RE-2_R3_CH29_B	9.94371	204.064	92.7473	9.45371	1.32897	2.07441	91.5208
RE-2_R3_CH29_C	9.99381	159.157	95.2526	9.39381	2.94594	2.57326	93.5563
RE-2_R2_CH18_A	9.75919	218.825	97.7476	9.27919	2.17557	2.18818	96.4368
RE-2_R2_CH18_B	9.63709	338.61	98.1587	9.26709	1.7621	2.2756	97.567
RE-2_R2_CH18_C	9.57852	300.813	98.5978	9.17852	1.01723	2.0241	97.8555
RE-2_R3_CH18_B	9.84288	272.141	94.859	9.43288	3.15289	1.87886	94.0083
RE-2_R3_CH18_C	9.71145	304.323	97.2015	9.32145	2.61923	1.59319	96.4716
RE-2_R2_CH24_A	9.67328	280.153	98.7582	9.26328	0.797697	1.98597	97.825
RE-2_R2_CH24_B	9.644	297.757	97.6554	9.244	0.690904	2.2124	96.918
RE-2_R2_CH24_C	9.58933	288.001	99.7107	9.17933	1.05591	2.64387	98.8443
RE-2_R3_CH24_B	9.82493	265.643	96.6801	9.40493	1.61347	1.77811	95.7332
RE-2_R3_CH24_C	9.67237	339.138	98.8354	9.30237	1.72326	1.6257	98.2234
RE-2_R2_CH30_A	9.71236	234.885	98.1061	9.25236	1.34003	2.38828	96.9225
RE-2_R2_CH30_B	9.71544	240.324	99.3466	9.25544	1.49426	2.4578	98.2009
RE-2_R2_CH30_C	9.48305	272.577	99.0976	9.06305	1.20129	2.29173	98.1317
RE-2_R3_CH30_B	9.74528	296.427	96.9297	9.34528	1.7793	1.64936	96.2083
RE-2_R3_CH30_C	9.66569	284.827	98.7375	9.25569	2.38519	1.81514	97.8744
RE-1_R2_CH13_A	9.48706	385.594	98.9668	9.14706	0.998277	1.5747	98.4747
RE-1_R2_CH13_B	9.51919	333.756	99.0671	9.14919	1.13192	1.85755	98.3949
RE-1_R2_CH13_C	9.52733	362.082	99.0143	9.16733	1.99157	1.96884	98.5055
RE-1_R3_CH13_A	9.61281	294.621	98.5204	9.21281	0.17291	1.81477	97.704
RE-1_R3_CH13_B	9.5241	352.05	98.367	9.1641	1.2888	1.57381	97.8019
RE-1_R3_CH13_C	9.58363	353.996	98.5541	9.22363	1.28139	1.75606	97.9983
RE-1_R2_CH19_A	9.5444	329.233	98.7294	9.1644	2.03125	1.75485	98.1122
RE-1_R2_CH19_B	9.51842	366.81	98.6294	9.16842	1.49985	1.77018	98.0919
RE-1_R2_CH19_C	9.53699	341.441	98.8967	9.16699	3.37032	1.92036	98.3031
RE-1_R3_CH19_A	9.5314	497.609	98.3379	9.2314	0.467526	1.38223	98.1117
RE-1_R3_CH19_B	9.59774	342.596	97.0122	9.23774	1.00474	1.45698	96.4157
RE-1_R3_CH19_C	9.62239	403.918	97.911	9.29239	1.78084	1.65926	97.4903
RE-1_R2_CH25_A	9.63447	327.08	98.8174	9.25447	3.19702	1.64475	98.1761
RE-1_R2_CH25_B	9.56078	393.429	98.9886	9.22078	2.52255	1.63469	98.5459
RE-1_R2_CH25_C	9.63578	289.029	98.6389	9.22578	2.73341	1.94465	97.8382
RE-1_R3_CH25_A	9.71818	257.038	98.1303	9.27818	0.625562	1.48087	97.1634
RE-1_R3_CH25_B	9.77414	269.156	97.7328	9.35414	1.15491	1.65502	96.7856
RE-1_R3_CH25_C	9.73787	333.514	98.2265	9.36787	3.51744	1.80454	97.5853
RE-1_R2_CH14_A	9.63235	310.631	98.599	9.24235	1.45538	2.1874	97.8808
RE-1_R2_CH14_B	9.53977	390.409	99.3303	9.19977	0.981712	1.82529	98.8587
RE-1_R2_CH14_C	9.6348	319.285	98.8722	9.2548	1.10557	2.14699	98.1475
RE-1_R3_CH14_A	9.73301	286.525	95.9359	9.33301	1.09144	1.42E+015	95.136
RE-1_R3_CH14_B	9.77455	253.366	91.4118	9.35455	2.19988	1.42831	90.5516
RE-1_R3_CH14_C	9.88459	243.484	92.1257	9.45459	1.10684	3.84E+009	91.1584
RE-1_R2_CH20_A	9.60897	305.338	97.641	9.21897	1.71021	1.72567	96.9036
RE-1_R2_CH20_B	9.68509	274.732	97.6822	9.26509	3.20367	1.98949	96.8233
RE-1_R2_CH20_C	9.6058	300.178	99.4528	9.2058	8.56092	1.99331	98.6643
RE-1_R3_CH20_A	9.5737	308.563	93.6908	9.1937	0.659063	1.49303	93.0674
RE-1_R3_CH20_B	9.67512	314.522	98.366	9.28512	1.33855	1.76364	97.6998
RE-1_R3_CH20_C	9.68143	343.969	98.7646	9.31143	1.22908	2.25735	98.1976
RE-1_R2_CH26_A	9.75066	280.351	98.9662	9.34066	1.10307	1.94678	98.025
RE-1_R2_CH26_B	9.68813	328.545	97.1408	9.31813	1.73698	1.92265	96.4942
RE-1_R2_CH26_C	9.76252	281.165	99.532	9.34252	2.0788	2.40508	98.6747
RE-1_R3_CH26_A	9.80624	252.898	100.539	9.35624	0.277697	1.74753	99.4638
RE-1_R3_CH26_B	9.83427	270.82	99.9467	9.40427	1.41532	1.89307	99.01
RE-1_R3_CH26_C	9.76645	317.757	98.9086	9.38645	2.25869	2.04471	98.1653
RE-1_R2_CH15_A	9.6068	254.65	98.0917	9.1668	1.47418	2.22041	97.0851
RE-1_R2_CH15_B	9.50501	325.797	98.8615	9.12501	0.894474	1.97078	98.2058
RE-1_R2_CH15_C	9.54963	289.963	99.4939	9.13963	2.44631	2.17272	98.6652
RE-1_R3_CH15_A	9.95376	205.013	101.705	9.43376	0.190707	1.85223	100.192
RE-1_R3_CH15_B	9.72103	341.614	98.2028	9.35103	1.83323	1.78283	97.6357
RE-1_R3_CH15_C	9.72157	300.843	98.6542	9.32157	1.40085	2.17223	97.9098
RE-1_R2_CH21_A	9.56917	349.873	99.4864	9.20917	0.777811	1.76655	98.8617
RE-1_R2_CH21_B	9.58444	368.698	98.7929	9.23444	1.0866	2.03019	98.2641
RE-1_R2_CH21_C	9.61179	320.542	99.3225	9.23179	2.01928	2.24035	98.5924
RE-1_R3_CH21_A	9.7628	229.087	96.2476	9.3028	0.0331075	1.7176	95.0564
RE-1_R3_CH21_B	9.68898	344.203	98.8778	9.31898	2.25252	1.71013	98.3088
RE-1_R3_CH21_C	9.66336	357.191	98.0971	9.30336	2.05626	1.69026	97.5816
RE-1_R2_CH27_A	9.55536	397.05	99.1887	9.21536	1.00229	1.54501	98.7619
RE-1_R2_CH27_B	9.59121	369.756	99.3564	9.24121	1.4287	1.83266	98.8168
RE-1_R2_CH27_C	9.60624	314.694	99.3394	9.21624	2.31988	1.92197	98.635
RE-1_R3_CH27_A	9.66851	365.53	97.6439	9.31851	0.424547	1.49984	97.1296
RE-1_R3_CH27_B	9.72497	319.838	99.6145	9.34497	0.783547	1.63242	98.8637
RE-1_R3_CH27_C	9.69988	314.48	99.2647	9.30988	1.58154	1.84872	98.5611
RE-1_R2_CH16_A	9.62109	352.285	98.3658	9.26109	1.96873	1.61487	97.8026
RE-1_R2_CH16_B	9.61655	324.84	99.1467	9.23655	1.17782	2.00288	98.4698
RE-1_R2_CH16_C	9.64103	326.017	99.2545	9.26103	2.21644	2.18427	98.5853
RE-1_R3_CH16_A	9.65718	280.876	96.5073	9.24718	0.783388	1.81064	95.6982
RE-1_R3_CH16_B	9.57543	349.34	97.0961	9.21543	0.826033	1.75076	96.5532
RE-1_R3_CH16_C	9.66914	302.655	98.9935	9.26914	1.36757	2.03191	98.2558
RE-1_R2_CH22_A	9.66198	329.485	98.486	9.28198	2.18497	1.54181	97.8803
RE-1_R2_CH22_B	9.63407	337.562	99.3005	9.26407	3.16537	1.98354	98.6561
RE-1_R2_CH22_C	9.59526	361.297	99.3311	9.23526	2.46183	1.95548	98.8062
RE-1_R3_CH22_A	9.64728	291.472	95.7992	9.24728	0.103602	1.51376	95.0683
RE-1_R3_CH22_B	9.69116	311.514	99.3673	9.30116	2.35805	1.52356	98.6259
RE-1_R3_CH22_C	9.66782	350.166	96.8335	9.30782	0.883476	1.71933	96.3061
RE-1_R2_CH28_A	9.66571	347.548	97.9879	9.30571	3.35025	1.50644	97.3985
RE-1_R2_CH28_B	9.70009	274.605	99.0588	9.28009	1.18454	2.01856	98.1273
RE-1_R2_CH28_C	9.61443	320.274	98.9555	9.23443	1.85507	1.94789	98.2381
RE-1_R3_CH28_A	9.89778	237.327	92.563	9.45778	0.361079	1.29197	91.5586
RE-1_R3_CH28_B	10.0151	223.596	96.031	9.54506	1.67128	1.34E+014	94.84
RE-1_R3_CH28_C	9.96544	246.162	90.5952	9.53544	1.48828	1.83E+016	89.7569
RE-1_R2_CH17_A	9.5359	334.389	98.8265	9.1659	1.02541	1.64461	98.1701
RE-1_R2_CH17_B	9.52496	366.28	98.7524	9.17496	0.60641	1.69179	98.2067
RE-1_R2_CH17_C	9.57882	327.805	98.8185	9.19882	2.05682	1.96227	98.1843
RE-1_R3_CH17_A	9.99015	163.061	107.289	9.35015	4.02899	2.82694	105.141
RE-1_R3_CH17_B	9.6312	964.338	97.1649	9.4012	24.0938	1.81673	97.1543
RE-1_R3_CH17_C	9.62704	1111.3	98.2842	9.40704	49.2179	2.0702	98.2795
RE-1_R2_CH23_A	9.65746	342.726	98.789	9.28746	1.76499	1.63523	98.2105
RE-1_R2_CH23_B	9.56587	352.018	99.0838	9.20587	1.20604	1.78843	98.4928
RE-1_R2_CH23_C	9.59746	322.614	99.1162	9.21746	2.50806	1.91835	98.4173
RE-1_R3_CH23_A	9.67123	402.449	85.3763	9.36123	0.395334	1.38649	85.1299
RE-1_R3_CH23_B	9.89615	226.457	94.12	9.43615	0.951128	1.62E+017	93.0087
RE-1_R3_CH23_C	9.89332	240.585	90.9148	9.46332	1.5247	1.479	89.9657
RE-1_R2_CH29_A	9.60131	337.293	99.0967	9.23131	1.69675	1.82969	98.4577
RE-1_R2_CH29_B	9.61591	344.937	99.2863	9.24591	1.88536	1.8382	98.7091
RE-1_R2_CH29_C	9.64961	332.73	98.9184	9.27961	3.28695	1.9764	98.2419
RE-1_R3_CH29_A	9.72962	277.627	98.7872	9.30962	0.302476	1.91129	97.9154
RE-1_R3_CH29_B	9.7663	296.147	96.0118	9.3763	1.83994	1.73E+013	95.2372
RE-1_R3_CH29_C	9.79492	292.587	99.7837	9.38492	2.57059	1.87978	98.9763
RE-1_R2_CH18_A	9.61622	304.363	98.3547	9.22622	0.755496	1.63913	97.5735
RE-1_R2_CH18_B	9.59313	313.943	99.1752	9.20313	1.3838	1.78456	98.4694
RE-1_R2_CH18_C	9.62455	304.935	98.9734	9.23455	3.77454	1.91488	98.1706
RE-1_R3_CH18_A	9.77891	185.65	101.217	9.21891	0.443208	2.08006	99.5804
RE-1_R3_CH18_B	9.68492	299.39	99.4991	9.28492	1.71458	2.03077	98.6984
RE-1_R3_CH18_C	9.64096	295.815	99.1234	9.24096	1.29633	1.93602	98.2939
RE-1_R2_CH24_A	9.84019	227.332	98.8826	9.36019	3.26567	1.79624	97.6999
RE-1_R2_CH24_B	9.71607	315.935	99.5044	9.32607	1.02577	1.80532	98.8067
RE-1_R2_CH24_C	9.75989	280.941	98.6108	9.34989	2.35456	2.23	97.6973
RE-1_R3_CH24_A	9.79253	234.745	99.0265	9.32253	0.710075	2.00537	97.8908
RE-1_R3_CH24_B	9.74937	318.91	98.6758	9.36937	2.46868	1.67309	97.9554
RE-1_R3_CH24_C	9.71913	348.199	98.6515	9.35913	2.80687	1.90736	98.0433
RE-1_R2_CH30_A	9.76803	293.641	98.6533	9.36803	0.936333	1.81988	97.8174
RE-1_R2_CH30_B	9.65343	328.517	99.1222	9.27343	1.21178	2.16704	98.4831
RE-1_R2_CH30_C	9.66654	322.319	99.2879	9.28654	2.91074	2.33286	98.5786
RE-1_R3_CH30_A	9.76775	269.02	93.0353	9.35775	0.448213	1.93386	92.2311
RE-1_R3_CH30_B	9.81164	293.727	97.9914	9.41164	3.40265	1.78E+009	97.1883
RE-1_R3_CH30_C	9.7553	319.475	97.714	9.3753	2.83801	2.08217	97.04
RE+1_R2_CH13_A	9.51351	371.431	98.781	9.16351	1.48807	1.7664	98.2725
RE+1_R2_CH13_B	9.54014	299.245	99.0473	9.14014	1.31088	1.80049	98.2656
RE+1_R2_CH13_C	9.51917	345.082	99.0131	9.14917	3.15612	1.7967	98.4467
RE+1_R3_CH13_A	9.55471	346.203	97.5245	9.19471	0.172509	2.20735	96.9405
